title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
Volume-selective excitation. A novel approach to topical NMR,,1984,1984-01-01T00:00:00Z,,"Aue, W. P.",00222364 (ISSN),56,350-354,10.1016/0022-2364(84)90115-x,Journal Article,Journal of Magnetic Resonance (1969),https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000520975&doi=10.1016%2f0022-2364%2884%2990115-X&partnerID=40&md5=b6965f927533358920f60efab6603e23,"Cited By :179 Export Date: 25 January 2021 Correspondence Address: Aue, W.P.; Department of Biophysical Chemistry, Biocenter of the University of Basel, CH-4056 Basel, Switzerland Funding details: Kommission zur Förderung der wissenschaftlichen Forschung, KWF Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding text 1: We thank R. Jenni for building the phantom and his assistance with the artwork. This work is supported by the Swiss National Science Foundation, the Kommission zur F&derung der wissenschaftlichen Forschung References: Kumar, Welti, Ernst, (1975) J. Magn. Reson., 18, p. 69; Brown, Kincaid, Ugurbil, (1982) Proc. Nat. Acad. Sci. USA, 79, p. 3523; Maudsley, Hilal, Perman, Simon, (1983) J. Magn. Reson., 51, p. 147; Lauterbur, Kramer, House, Chen, (1975) J. Am. Chem. Soc., 97, p. 6866; Bendel, Lai, Lauterbur, (1980) J. Magn. Reson., 38, p. 343; Hall, Sukumar, (1982) J. Magn. Reson., 50, p. 161; Cox, Styles, (1980) J. Magn. Reson., 40, p. 209; Damadian, Minkoff, Goldsmith, Stanford, Koutcher, (1976) Science, 194, p. 1430; Gordon, Hanley, Shaw, Gadian, Radda, Styles, Bore, Chan, (1980) Nature (London), 287, p. 736; Hinshaw, (1976) J. Appl. Phys., 47, p. 3709; Scott, Brooker, Fitzsimmons, Bennett, Mick, (1982) J. Magn. Reson., 50, p. 339; Ackerman, Grove, Wong, Gadian, Radda, (1980) Nature (London), 283, p. 167; Bendall, Gordon, (1983) J. Magn. Reson., 53, p. 365; Bendall, Aue, (1983) J. Magn. Reson., 54, p. 149; Garroway, Grannell, Mansfield, (1974) J. Phys. C, 7, p. L457; Lauterbur, (1973) Nature (London), 242, p. 190"
,,,,,"Müller, S.",,,,,,,,
,,,,,"Cross, T. A.",,,,,,,,
,,,,,"Seelig, J.",,,,,,,,
Localized 13C NMR spectra with enhanced sensitivity obtained by volume-selective excitation,,1985,1985-01-01T00:00:00Z,,"Aue, W. P.",00222364 (ISSN),61,392-395,10.1016/0022-2364(85)90097-6,Journal Article,Journal of Magnetic Resonance (1969),,"Cited By :33 Export Date: 25 January 2021 Correspondence Address: Aue, W.P.; Department of Biophysical Chemistry, Biocenter of the University of Basel, CH-4056 Basel, Switzerland Funding details: Kommission zur Förderung der wissenschaftlichen Forschung, KWF Funding text 1: This work is supported by the Swiss National zur Fijrderung der wissenschaftlichen Forschung Roche Foundation. Funding text 2: Science Foundation der Schweiz (Grant References: M. R. Bendall, J. A. den Hollander, F. Arias-Mendoza, D. L. Rothman, K. L. Behar, and R. G. Shulman, Magn. Reson. Med., in press; Ackerman, Grove, Wong, Gadian, Radda, (1980) Nature (London), 283, p. 167; Neurohr, Barrett, Shulman, (1983) Proc. Natl. Acad. Sci. USA, 80, p. 1603; Cross, Pahl, Oberhänsli, Aue, Keller, Seelig, (1984) Biochemistry, 23; Aue, Müller, Cross, Seelig, (1984) J. Magn. Reson., 56, p. 350; Doddrell, Pegg, Bendall, (1982) J. Magn. Reson., 48, p. 323; Sørensen, Ernst, (1983) J. Magn. Reson., 51, p. 477; Shaka, Keeler, Frenkiel, Freeman, (1983) J. Magn. Reson., 52, p. 335; T. A. Cross, S. Müller, and W. P. Aue, J. Magn. Reson., in pressUR - https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141610125&doi=10.1016%2f0022-2364%2885%2990097-6&partnerID=40&md5=f783082c88512cefca96b12701fffe0e"
,,,,,"Müller, S.",,,,,,,,
,,,,,"Seelig, J.",,,,,,,,
Uniform chemical shift scaling: Application to 2D resolved NMR spectra of rotating powdered samples,"Chemical shift scaling experiments which reduce the number and intensity of sidebands in high field magic angle sample spinning (MASS) spectra are described. They rely on the fact that the scaling pulse sequence reduces the effective size of the shift anisotropy, so that moderate speed spinning results in spectra devoid of sidebands of appreciable amplitude. In principle, the technique allows a realization of the full signal strength available in high field MASS spectra. In addition a number of other interesting features have emerged from the experiments. First, the problem of decoupling in the presence of a scaling sequence has been solved by arranging the rf field strengths to mismatch the Hartmann-Hahn condition. Second, it is shown that the scaling cycles used in the experiments are uniform over a wide frequency range with respect to both the scaling factor and the linewidth. Third, under certain conditions, the frequencies for scaling and spinning are about the same size and consequently new features appear in the spectra which we refer to as combination sidebands, combination artifacts, and zero and vr artifacts. We believe these features will be shared by many multiple pulse/MASS spectra. Finally, we demonstrate that a complete separation of centerbands and sidebands in high field MASS spectra is possible by incorporating chemical shift scaling into a two-dimensional experiment. © 1984 American Institute of Physics.",1983,1983-01-01T00:00:00Z,,"Aue, W. P.",00219606 (ISSN),80,1729-1738,10.1063/1.446928,Journal Article,The Journal of Chemical Physics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549091129&doi=10.1063%2f1.446928&partnerID=40&md5=43e101d69a821890091f38823d09967a,"Cited By :58 Export Date: 25 January 2021 Correspondence Address: Aue, W.P.; Biozentrum der Universität Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland References: Lowe, I.J., (1959) Phys. Rev. Lett, 2, p. 285; Andrew, E.R., (1971) Prog. Nucl. Magn. Reson. Spectrosc, 8, p. 1; Schaefer, J., Stejskal, E.O., (1976) J. Am. Chem. Soc, 98, p. 1031; Lippmaa, E., Alla, M., Tuherm, T., (1976), p. 113. , Proceedings of the XIXth Ampere Congress, Heidelberg, West Germany; Maricq, M., Waugh, J.S., (1979) J. Chem. Phys, 70, p. 3300; Haberkorn, R.A., Herzfeld, J., Griffin, R.G., (1978) J. Am. Chem. Soc, 100, p. 1296; Herzfeld, J., Berger, A.E., (1980) J. Chem. Phys, 73, p. 6021; Aue, W.P., Ruben, D.J., Griffin, R.G., (1981) J. Magn. Reson, 43, p. 472; Aue, W.P., Bartholdi, E., Ernst, R.R., (1976) J. Chem. Phys, 64, p. 2229; Dixon, W.T., (1981) J. Magn. Reson, 44, p. 220; Dixon, W.T., (1982) J. Chem. Phys, 77, p. 1800; Ellett, J.D., Jr., Waugh, J.S., (1969) J. Chem. Phys, 51, p. 2851; Aue, W.P., Ruben, D.J., Griffin, R.G., (1982) J. Magn. Reson, 46, p. 354; Aue, W.P., Ernst, R.R., (1978) J. Magn. Reson, 31, p. 533; Aue, W.P., Burum, D.P., Ernst, R.R., (1980) J. Magn. Reson, 38, p. 375; Aue, W.P., (1979), Ph.D. thesis, Swiss Federal Institute of Technology, CH-8092, Zurich, Switzerland; Vega, A.J., English, A.D., Mahler, W., (1980) J. Magn. Reson, 37, p. 107; Waugh, J.S., Huber, L.M., Haeberlen, U., (1968) Phys. Rev. Lett, 20, p. 180; Mehring, M., (1976) NMR Basic Principles and Progress, , (Springer, New York); Haeberlen, U., (1976) High Resolution NMR in Solids, Selective Averaging, , (Academic, New York); Mehring, M., Pines, A., Rhim, W.K., Waugh, J.S., (1971) J. Chem. Phys, 54, p. 3239; Raber, H., Mehring, M., (1977) Chem. Phys, 26, p. 123; van Hecke, P., Spiess, H.W., Haeberlen, U., (1976) J. Magn. Reson, 22, p. 103; Reimer, J.A., Vaughan, R.W., (1979) Chem. Phys. Lett, 63, p. 163; Reimer, J.A., Vaughan, R.W., (1980) J. Magn. Reson, 41, p. 483; Pines, A., Gibby, M.G., Waugh, J.S., (1973) J. Chem. Phys, 59, p. 569; Hartmann, S.R., Hahn, E.L., (1962) Phys. Rev, 128, p. 2042; Herzfeld, J., Griffin, R.G., Haberkorn, R.A., (1978) Biochemistry, 17, p. 2711; Haeberlen, U., Waugh, J.S., (1968) Phys. Rev, 175, p. 453; Olejniczak, E.T., Roberts, J., Vega, S., Griffin, R.G., J. Magn. Reson, , (in press); Yarim-Agaev, Y., Tutunjian, P.N., Waugh, J.S., (1982) J. Magn. Reson, 47, p. 51; Bax, A., Szeverenyi, N.M., Maciel, G.E., (1983) J. Magn. Reson, 51, p. 400; Di Verdi, J.A., Opella, S.J., (1981) J. Chem. Phys, 75, p. 5594; Munowitz, M., Aue, W.P., Griffin, R.G., (1982) J. Chem. Phys, 77, p. 1686; Bachmann, P., Aue, W.P., Müller, L., Ernst, R.R., (1977) J. Magn. Reson, 28, p. 29"
,,,,,"Ruben, D. J.",,,,,,,,
,,,,,"Griffin, R. G.",,,,,,,,
Isolation of in situ crosslinked ligand-receptor complexes using an anticrosslinker specific antibody,"A new method designed for the specific isolation and characterization of ligand-receptor complexes using a heterobifunctional crosslinking agent and immunoprecipitation is described. The complexes are first covalently crosslinked by photoactivation of the crosslinking agent. After lysis of the cells, the crosslinked complexes are immunoprecipitated using an antiserum directed against the crosslinking agent. With this method, ligand-receptor complexes formed in only minute amounts become available for further investigation. By using this anticrosslinker antiserum, different receptor systems can be investigated without raising new receptor- or ligand-specific antibodies for each system. As a test system, a radioiodinated lectin was used as ligand molecule and erythrocyte membranes acted as receptor carriers. © 1982.",1982,1982-01-01T00:00:00Z,antibody,"Ballmer-Hofer, K.",00032697 (ISSN),126,246-250,10.1016/0003-2697(82)90511-5,Journal Article,Analytical Biochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020215020&doi=10.1016%2f0003-2697%2882%2990511-5&partnerID=40&md5=a4e47e8a9aebd35347773cae04dbc849,"Cited By :14 Export Date: 25 January 2021 CODEN: ANBCA Correspondence Address: Ballmer-Hofer, K.; Department of Pathology, Harvard Medical School, 25 Shattuck Street, Boston, MA 02115, United States Chemicals/CAS: concanavalin A, 11028-71-0; Antibodies; Antigen-Antibody Complex; Concanavalin A, 11028-71-0; Cross-Linking Reagents; Receptors, Mitogen Funding text 1: This work was supportedb y Grant No the Swiss National Foundation. References: Peters, Richards, (1977) Annu. Rev. Biochem, 46, pp. 523-551; Das, Fox, (1979) Annu. Rev. Biophys. Bioeng, 8, pp. 165-193; Ji, (1979) Biochem. Biophys. Acta, 559, pp. 39-69; Das, Fox, (1978) Proc. Nat. Acad. Sci. USA, 75, pp. 2644-2648. , 3rd ed; Johnson, MacAndrew, Pilch, (1981) Proc. Nat. Acad. Sci. USA, 78, pp. 875-878. , 3rd ed; Tanner, Anstee, (1976) Biochem. J, 153, pp. 265-270; Lomant, Fairbanks, (1976) J. Mol. Biol, 104, pp. 243-261; Laemmli, (1970) Nature (London), 227, pp. 680-685; Gahmberg, (1976) J. Biol. Chem, 251, pp. 510-515; Ji, (1977) J. Biol. Chem, 252, pp. 1566-1570; Jaffe, Lis, Sharon, (1979) Biochem Biophys. Res. Commun, 91, pp. 402-409; Jaffe, Lis, Sharon, (1980) Biochemistry, 19, pp. 4423-4429"
,,,,concanavalin A,"Schlup, V.",,,,,,,,
,,,,cross linking reagent,"Burn, P.",,,,,,,,
,,,,Cross Linking Reagents,"Burger, M. M.",,,,,,,,
,,,,lectin receptor,,,,,,,,,
,,,,antigen antibody complex,,,,,,,,,
,,,,article,,,,,,,,,
,,,,erythrocyte membrane,,,,,,,,,
,,,,human,,,,,,,,,
,,,,immunology,,,,,,,,,
,,,,isolation and purification,,,,,,,,,
,,,,metabolism,,,,,,,,,
,,,,photochemistry,,,,,,,,,
,,,,technique,,,,,,,,,
,,,,Antibodies,,,,,,,,,
,,,,Antigen-Antibody Complex,,,,,,,,,
,,,,Cross-Linking Reagents,,,,,,,,,
,,,,Methods,,,,,,,,,
,,,,"Receptors, Mitogen",,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Lipid Domains in the Crystalline Lipovitellin/Phosvitin Complex: A Phosphorus-31 and Deuterium Nuclear Magnetic Resonance Study,"The crystalline lipovitellin/phosvitin complex has a molecular weight of 456000 and contains nearly 100 molecules of bound phospholipid. Earlier work using electron microscopy and three-dimensional image reconstruction methods established the symmetrical dimeric nature of this lipoprotein, but the organization of the lipid was unknown. Under conditions where the lipoprotein is in solution, the high-resolution 31P nuclear magnetic resonance (NMR) spectra contain two well-resolved peaks which can be assigned to phosphoserine moieties in both lipovitellin and phosvitin and to the phospholipid microdomains. The spin-lattice relaxation times,T1 for the phosphoserines and the phospholipid head groups are distinctly different, with the serine phosphates having faster reorientation rates. 31P NMR spectra of crystalline lipoprotein contain a broad symmetric component with a chemical shielding anisotropy of about -50 ppm. By obtaining 31P NMR spectra from several modified forms of the lipoprotein as well as from the extracted lipids, it is shown that the chemical shielding anisotropy is characteristic of phospholipid in a bilayer arrangement. As a further check on 31P NMR results, samples of the lipovitellin/phosvitin complex containing deuterium-labeled l,2-dielaidoyl-sn-glycero-3- phosphocholine were studied by 2H NMR methods. The resulting spectrum has characteristics similar to those obtained from model lipid systems in a lamellar state. The results of the 31P and 2H NMR experiments correlate with the lowresolution model of the crystalline lipovitellin complex obtained by diffraction studies. It is proposed that each subunit of lipovitellin contains a microdomain of phospholipid in a bilayer- like arrangement. © 1982, American Chemical Society. All rights reserved.",1982,1982-01-01T00:00:00Z,deuterium,"Banaszak, L. J.",00062960 (ISSN),21,2436-2443,10.1021/bi00539a024,Journal Article,Biochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020480289&doi=10.1021%2fbi00539a024&partnerID=40&md5=da0ec63c5e420ef960fd47da23f1f666,"Cited By :29 Export Date: 25 January 2021 Correspondence Address: Banaszak, L.J.; Department of Biological Chemistry, , St. Louis, MO 63110, United States Chemicals/CAS: deuterium, 7782-39-0; lipid, 66455-18-3; lipovitellin, 9088-43-1; phosphorus, 7723-14-0; phosvitin, 91384-58-6; Deuterium, 7782-39-0; Egg Proteins; Lipids; Liposomes; lipovitellin, 9088-43-1; Phosphorus, 7723-14-0; Phosvitin, 9008-96-2 Funding details: National Institute of General Medical Sciences, NIGMS, R01GM013925 References: Assmann, G., Sokoloski, E.A., Brewer, H.M.B., (1974) Proc. Natl. Acad. Sci. U.S.A., 71, pp. 549-553; Bergink, E.W., Wallace, R.A., (1974) J. Biol. Chem., 249, pp. 2897-2903; Birrell, G.B., Anderson, P.B., Jost, P.C., Griffith, O.H., Banaszak, L.J., Seelig, J., (1982) Biochemistry, 17, pp. 3934-3938. , (following paper in this issue). Brasure, E. B., Henderson, T. O., Flonek, T., Pattnaik, N. M., & Scanu, A. M. (1978) Biochemistry; Collins, M.L., (1977) Eur. J. Biochem., 61, pp. 387-396. , Ph.D. Thesis, Washington University, St. Louis, MO. Colman, A., & Gadian, D. G. (1976); Cullis, P.R., de Kruijff, B., (1979) Biochim. Biophys. Acta, 559, pp. 399-420; Davis, J.H., Jeffrey, K.R., Bloom, M., Valic, M.I., Higgs, T.P., (1976) Chem. Phys. Lett., 42, pp. 390-394; Griffin, R.G., (1976) J. Am. Chem. Soc., 98, pp. 851-853; Griffith, O.H., Cornell, D.W., McConnell, H.M., (1965) J. Chem. Phys., 43, pp. 2909-2910; Hegenauer, J., Saltman, P., Nace, G., (1979) Biochemistry, 18, pp. 3865-3875; Ho, C., Magnuson, J.A., Wilson, J.B., Magnuson, W.S., Kurland, R.J., (1969) Biochemistry, 8, pp. 2074-2082; Jackson, R.L., Westerman, J., Wirtz, K.W.A., (1978) FEBS Lett., 94, pp. 38-42; Kohler, S.J., Klein, H.P., (1976) Biochemistry, 15, pp. 967-973; Lee, S.L., Veis, A., Glonek, R., (1977) Biochemistry, 16, pp. 2971-2979; Luzzati, V., Tardieu, A., (1980) Amu. Rev. Biophys. Bioeng., 9, pp. 1-29; Ohlendorf, D.H., Collins, M.L., Puronen, E.O., Banaszak, L.J., Harrison, S.C., (1975) J. Mol. Biol., 99, pp. 153-165; Ohlendorf, D.H., Barbarash, G.R., Trout, A., Kent, C., Banaszak, L.J., (1977) J. Biol. Chem., 252, pp. 7992-8001; Ohlendorf, D.H., Wrenn, R.F., Banaszak, L.J., (1978) Nature (London), 272, pp. 28-32; Pottel, R., Adolph, D., Kaatze, A., (1975) Ber. Bunsenges. Phys. Chem., 79, pp. 278-285; Ross, J., Wrenn, R.F., Ohlendorf, D.H., Banaszak, L.J., (1980) Ann. N.Y. Acad. Sci., 348, pp. 408-418; Roufosse, A., Strawich, E., Fossel, E., Lee, S., Glimcher, M.J., (1980) FEBS Lett., 115, pp. 309-311; Seelig, J., (1978) Biochim. Biophys. Acta, 515, pp. 105-140; Seelig, J., Waespe-Sarcevic, N., (1978) Biochemistry, 17, pp. 3310-3315; Seelig, J., Tamm, L., Hymel, L., Fleischer, S., (1981) Biochemistry, 20, pp. 3922-3933; Wallace, R.A., (1965) Anal. Biochem., 11, pp. 297-311; Wallace, R.A., Jared, D.W., Eisen, A.Z., (1966) Can. J. Biochem., 44, pp. 1647-1655; Woessner, D.E., (1962) J. Chem. Phys., 37, pp. 647-654"
,,,,egg protein,"Seelig, J.",,,,,,,,
,,,,lipid,,,,,,,,,
,,,,liposome,,,,,,,,,
,,,,lipovitellin,,,,,,,,,
,,,,phosphorus,,,,,,,,,
,,,,phosvitin,,,,,,,,,
,,,,animal,,,,,,,,,
,,,,article,,,,,,,,,
,,,,chemistry,,,,,,,,,
,,,,comparative study,,,,,,,,,
,,,,crystallization,,,,,,,,,
,,,,in vitro study,,,,,,,,,
,,,,nuclear magnetic resonance spectroscopy,,,,,,,,,
,,,,protein conformation,,,,,,,,,
,,,,Xenopus laevis,,,,,,,,,
,,,,Egg Proteins,,,,,,,,,
,,,,In Vitro,,,,,,,,,
,,,,Lipids,,,,,,,,,
,,,,Liposomes,,,,,,,,,
,,,,Magnetic Resonance Spectroscopy,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
,,,,"Support, U.S. Gov't, P.H.S.",,,,,,,,,
Lidocaine metabolism in human liver microsomes by cytochrome P450IIIA4,"The metabolism of lidocaine to its major metabolite monoethylglycinexylidide (MEGX) was studied in human liver microsomes of 13 kidney transplant donors and of one patient with liver cirrhosis. Interindividual variation in metabolite formation was considerable. Biphasic kinetics indicated the involvement of at least two distinct enzymatic activities. With use of a series of antisera that recognize different human cytochrome P450 isozymes, we were able to identify an enzyme of the P450III gene family as one of two enzymes. By expressing human P450IIIA4 complementary deoxyribonucleic acid (cDNA) in HepG2 cells, we directly demonstrated lidocaine-deethylase activity for this P450 isozyme. These data suggest that P450IIIA4 is at least in part responsible for microsomal MEGX formation. © 1989.",1989,1989-01-01T00:00:00Z,cytochrome p450 isoenzyme,"Bargetzi, M. J.",00099236 (ISSN),46,521-527,10.1038/clpt.1989.180,Journal Article,Clinical Pharmacology and Therapeutics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024408814&doi=10.1038%2fclpt.1989.180&partnerID=40&md5=de0ff78abe19f34eecb4a69b01557492,"Cited By :258 Export Date: 25 January 2021 CODEN: CLPTA Correspondence Address: Meyer, U.A.; Department of Pharmacology, , Basel, Switzerland Chemicals/CAS: deethyllidocaine, 7728-40-7; lidocaine, 137-58-6, 24847-67-4, 56934-02-2, 73-78-9; Cytochrome P-450 Enzyme System, 9035-51-2; Isoenzymes; Lidocaine, 137-58-6; monoethylglycinexylidide, 7728-40-7 Manufacturers: sigma, United States"
,,,,deethyllidocaine,"Aoyama, T.",,,,,,,,
,,,,lidocaine,"Gonzalez, F. J.",,,,,,,,
,,,,article,"Meyer, U. A.",,,,,,,,
,,,,controlled study,,,,,,,,,
,,,,drug metabolism,,,,,,,,,
,,,,human,,,,,,,,,
,,,,human cell,,,,,,,,,
,,,,kidney transplantation,,,,,,,,,
,,,,liver cirrhosis,,,,,,,,,
,,,,liver microsome,,,,,,,,,
,,,,priority journal,,,,,,,,,
,,,,topical drug administration,,,,,,,,,
,,,,"Cells, Cultured",,,,,,,,,
,,,,"Chromatography, High Pressure Liquid",,,,,,,,,
,,,,Cytochrome P-450 Enzyme System,,,,,,,,,
,,,,Isoenzymes,,,,,,,,,
,,,,Kinetics,,,,,,,,,
,,,,"Microsomes, Liver",,,,,,,,,
,,,,Molecular Structure,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
"""Thiocyanate gold"": small (2-3 nm) colloidal gold for affinity cytochemical labeling in electron microscopy","Reduction of HAuCl4 by NaSCN or KSCN produces colloidal gold particles of 2.6 nm in diameter and homogeneous in size (coefficient of variation ∼15%). The AuSCN sol forms protein-gold complexes. The amount of protein required to form an AuSCN-protein complex is best determined in the electron microscope, where serial dilutions of protein with gold sol are inspected for the presence of aggregates. By immuno-electron microscopy SCN-gold complexed to protein A is active and visible as is shown by revealing α-amylase in rat pancreatic acinar cells. © 1985 Springer-Verlag.",1985,1985-01-01T00:00:00Z,colloidal gold,"Baschong, W.",03015564 (ISSN),83,409-411,10.1007/bf00509201,Journal Article,Histochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022349016&doi=10.1007%2fBF00509201&partnerID=40&md5=ff70bdf133772838723369fc5ecc6af0,"Cited By :99 Export Date: 25 January 2021 CODEN: HCMYA Correspondence Address: Baschong, W.; Department of Microbiology, Klingelbergstrasse 70, Basel, CH-4056, Switzerland Chemicals/CAS: colloidal gold, 117924-90-0; alpha-Amylase, EC 3.2.1.1; Colloids; Gold, 7440-57-5; Staphylococcal Protein A; thiocyanate, 302-04-5; Thiocyanates References: deBrouckère, L., Casimir, J., Préparation d'hydrosols d'or homéodisperses très stables (1948) Bull Soc Chim Belg, 57, pp. 517-524; Moody, M.F., Application of optical diffraction to helical structures in the bacteriophage tail (1971) Philos Trans R Soc London Ser B, 261, pp. 181-195; Roth, J., The colloidal gold marker system for light and electron microscopic cytochemistry (1983) Techniques in immunochemistry, Vol. 2, pp. 217-284. , Academic Press, London; Roth, J., Bendayan, M., Carlemalm, E., Villiger, W., Garavito, M., Enhancement of structural preservation and immunocytochemical staining in low temperature embedded pancreatic tissue (1981) J Histochem Cytochem, 29, pp. 663-671; Slot, J., Geuze, H., Sizing of protein A-colloidal gold probes for immuno-electron microscopy (1981) J Cell Biol, 90, pp. 533-536; Tschopp, J., Podack, E.R., Müller-Eberhard, H.J., Ultrastructure of the membrane attack complex of complement: detection of the tetramolecular C9-polymerizing complex C5b-8 (1982) Proc Natl Acad Sci USA, 79, pp. 7474-7478; Zsigmondy, R., (1905) Zur Erkenntnis der Kolloide, , Gustav Fischer, Jena"
