title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
Phosphorus Nuclear Magnetic Resonance Studies on the Lipid-Containing Bacteriophage PM2,"31P NMR spectra of intact bacteriophage PM2 virus were obtained in the presence of 60% sucrose. The spectrum is composed of two major components. One is a powder pattern typical of an axially symmetrical motion, and this was assigned to the phospholipid bilayer of PM2 by comparison with the spectrum of the extracted lipid from PM2 and the known structure of this virus. The chemical shift anisotropy was about -47 ppm at 6 ° C. The other component was much broader. This was assigned to the packaged DNA of PM2 by comparison with the 31P NMR spectrum of bacteriophage T4, a virus which has no lipids. A powder pattern spectrum of the PM2 nucleocapsid was also obtained in the presence of 6 M urea and 50% sucrose. The spectrum was quite similar to that of PM2. This fact clearly shows that the nucleocapsid still contains a phospholipid bilayer, in contradiction to an earlier model, and that the structural arrangement of the lipid bilayer and DNA in the nucleocapsid is similar to that in the intact PM2. In the temperature-shift experiments, a spectral change of PM2 was observed in the region from 15 to 22 ° C for both the phospholipid and DNA components and above 34 ° C for the phospholipid component. The temperature dependence of the spectrum of the extracted bulk phospholipid was found to be different from that of the virus. Furthermore, the effect of temperature on the infectivity of this virus in an early stage of the growth cycle was examined. After exposure to a given temperature for 5 min at the start of infection, the yield increased in a stepwise fashion in the range from 15 to 22 ° C and had a maximum at 22.5 ° C, suggesting a correlation between the viral yield and a structural change of the virion. © 1980, American Chemical Society. All rights reserved.",1980,1980-01-01T00:00:00Z,lipid,"Akutsu, H.",00062960 (ISSN),19,5264-5270,10.1021/bi00564a018,Journal Article,Biochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019122440&doi=10.1021%2fbi00564a018&partnerID=40&md5=049ed96092c2eae5cb6b65182e774573,"Cited By :12 Export Date: 25 January 2021 Chemicals/CAS: lipid, 66455-18-3 References: Bartlett, G.R., (1959) J. Biol. Chem., 234, pp. 466-468; Bligh, E.G., Dyer, W.T., (1959) Can. J. Biochem. Physiol., 37, pp. 911-917; Camerini-Otero, R.D., Franklin, R.M., (1972) Virology, 49, pp. 385-393; Camerini-Otero, R.D., Franklin, R.M., (1975) Eur. J. Biochem., 53, pp. 343-348; Fahey, P.F., Webb, W.W., (1978) Biochemistry, 17, pp. 3046-3053; Franklin, R.M., (1974) Curr. Top. Microbiol. Immunol., 68, pp. 107-159; Franklin, R.M., Marcoli, R., Satake, H., Schäfer, R., Schneider, D., (1977) Med. Microbiol. Immunol., 164, pp. 87-95; Gaily, H.-U., Pluschke, G., Overath, P., Seelig, J., (1979) Biochemistry, 18, pp. 5605-5609; Harrison, S.C., Casper, D.L.D., Camerini-Otero, R.D., Franklin, R.M., (1971) Nature (London), New Biol., 229, pp. 197-201; Hinnen, R., Schäfer, R., Franklin, R.M., (1974) Eur. J. Biochem., 50, pp. 1-14; Kellenberger, E., (1968) Virology, 34, pp. 549-561; Lowry, D.H., Rosebrough, N.J., Farr, A.L., Randall, R.L., (1951) J. Biol. Chem., 193, pp. 265-275; Marcoli, R., Pirrotta, V., Franklin, R.M., (1979) J. Mol. Biol., 131, pp. 107-131; Moore, N.F., Patzer, E.J., Wagner, R.R., Yeagle, P.L., Hutton, W.C., Martin, R.B., (1977) Biochim. Biophys. Acta, 464, pp. 234-244; Nicolau, C., Klenk, H.-D., Reimann, A., Hildenbrand, K., Bauer, H., (1978) Biochim. Biophys. Acta, 511, pp. 83-92; Overath, P., Träuble, H., (1973) Biochemistry, 12, pp. 2625-2634; Rubenstein, J.L.R., Smith, B.A., McConnell, H.M., (1979) Proc. Natl. Acad. Sci., 76, pp. 15-18. , U.S.A; Satake, H., Akutsu, H., Kania, M., Franklin, R.M., (1980) Eur. J. Biochem., 108, pp. 193-201; Schäfer, R., Hinnen, R., Franklin, R.M., (1974) Eur. J. Biochem., 50, pp. 15-27; Schäfer, R., Künzler, P., Lustig, A., Franklin, R.M., (1978) Eur. J. Biochem., 92, pp. 579-588; Schneider, D., Zulauf, M., Schäfer, R., Franklin, R.M., (1978) J. Mol. Biol., 124, pp. 97-122; Seelig, J., (1978) Biochim. Biophys. Acta, 515, pp. 105-140; Spiess, H.W., (1974) Chem. Phys., 6, pp. 217-225; Steim, J.M., Tourtellotte, M.E., Reinert, J.C., McElhaney, R.N., Rader, R.L., (1969) Proc. Natl. Acad. Sci., 63, pp. 104-109. , U.S.A; Stoffel, W., Bister, K., (1975) Biochemistry, 14, pp. 2841-2847; Taylor, P.C., Bangher, J.F., Kriz, H.M., (1975) Chem. Rev., 75, pp. 203-239; Terao, T., Matsui, S., Akasaka, K., (1977) J. Am. Chem. Soc., 99, pp. 6136-6138; Tsukagoshi, N., Petersen, M.H., Franklin, R.M., (1975) Virology, 66, pp. 206-216; Tsukagoshi, N., Petersen, M.H., Huber, U., Franklin, R.M., Seelig, J., (1976) Eur. J. Biochem., 62, pp. 257-262"
,,,,animal experiment,"Satake, H.",,,,,,,,
,,,,bacteriophage,"Franklin, R. M.",,,,,,,,
,,,,in vitro study,,,,,,,,,
,,,,Alteromonas phage PM2,,,,,,,,,
,,,,Animalia,,,,,,,,,
Interaction of Metal Ions with Phosphatidylcholine Bilayer Membranes,"The interaction of mono-, di-, and trivalent metal ions with bilayers of 1,2-dipalmitoyl-sn-glycero-3-phosphocholine (DPPC) was investigated with deuterium and phosphorus magnetic resonance. With selectively deuterated lipids the measurements of the residual deuterium quadrupole splitting provided a sensitive handle to monitor directly the binding of ions, including the weak binding of Na+or (CH3)4N+. For the a segment of the choline group (-NCH2CD2O-) changes in the quadrupole splitting of up to 9 kHz were observed. All measurements were made with nonsonicated DPPC dispersions. The ion concentrations were varied between 5 mM and 2 M, an almost 50-fold larger concentration range than accessible with nuclear magnetic resonance shift reagents. From a systematic comparison of various ions the following conclusions could be derived. (1) Addition of metal ions led to a structural change at the level of the polar groups. The glycerol backbone or the beginning of the fatty acyl chains was not affected. (2) The strength of interaction increased with the charge of the metal ion in the order Na+&lt; Ca2+ &lt; La3+. However, distinct differences were also noted between ions of the same charge. Furthermore, the strongly hydrophobic tetraphenylammonium ion induced almost the same change as La3+. (3) The variation of the quadrupole splittings with ion concentration exhibited a plateau value at high concentrations of La3+. The titration curves of DPPC with Ca2+ and La3+ could be described in terms of a Langmuir adsorption isotherm with an interaction potential. Apparent binding constants of ATucl3 - 120 M-1 and Koweit - 19 M-1 were derived. (4) The addition of NaCl considerably enhanced the binding of Ca2+ and La3+, apparently without affecting the plateau value of the quadrupole splitting. (5) The ion-induced conformational changes were qualitatively similar for all ions investigated. The various binding data could be summarized by plotting the quadrupole splittings of the a segment (-OCD2CH2N-) vs. those of the ß position (-OCH2CD2N-). This plot yielded a straight line comprising all ions and concentrations investigated except Eu3+. The quadrupole splittings of DPPC observed in the presence of chloroform or cholesterol and the variation of the quadrupole splittings with temperature could also be summarized in a linear plot that was different from that obtained for metal ion binding. This suggests the existence of at least two kinds of structural responses of the polar head groups to external perturbations. © 1981, American Chemical Society. All rights reserved.",1981,1981-01-01T00:00:00Z,lung surfactant,"Akutsu, H.",00062960 (ISSN),20,7366-7373,10.1021/bi00529a007,Journal Article,Biochemistry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019886574&doi=10.1021%2fbi00529a007&partnerID=40&md5=7bb0ae268ea5fe17037bf899a0e9016d,"Cited By :261 Export Date: 25 January 2021 Correspondence Address: Akutsu, H.; Institute for Protein Research, , Suita, Osaka 565, Japan Chemicals/CAS: lung surfactant, 99732-49-7; phosphatidylcholine, 55128-59-1, 8002-43-5; Lipid Bilayers; Membrane Lipids; Metals; Phosphatidylcholines; Pulmonary Surfactants References: Aveyard, R., Haydon, D.A., (1973) An Introduction to the Principles of Surface Chemistry, , Cambridge University Press, New York; Brown, M.F., Seelig, J., (1977) Nature (Lx>ndon), 269, pp. 721-723; Brown, M.F., Seelig, J., (1978) Biochemistry, 17, pp. 381-384; Browning, J.L., Seelig, J., (1980) Biochemistry, 19, pp. 1262-1270; Buldt, G., Gaily, H.U., Seelig, A., Seelig, J., Zaccai, G., (1978) Nature (London), 271, pp. 182-184; Buldt, G., Gaily, H.U., Seelig, J., Zaccai, G., (1979) J. Mol. Biol., 134, pp. 673-691; Chapman, D., Peel, W.E., Kingston, B., Lilley, T.H., (1977) Biochim. Biophys. Acta, 464, pp. 160-11 S; Davis, J.H., Jeffrey, K.R., Bloom, M., Valic, M.I., Higgs, T.P., (1976) Chem. Phys. Lett., 42, pp. 390-394; Gaily, H.U., Niederberger, W., Seelig, J., (1975) Biochemistry, 14, pp. 3647-3652; Gaily, H.U., Pluschke, G., Overath, P., Seelig, J., (1981) Biochemistry, 20, pp. 1826-1831; Grasdalen, H., Eriksson, L.E.G., Westman, J., Ehrenberg, A., (1977) Biochim. Biophys. Acta, 469, pp. 151-162; Hauser, H., PhiUips, M.C., (1979) Prog. Surf. Membr. Sci., 13, pp. 297-413; Hauser, H., Phillips, M.C., Levine, B.A., Williams, R.J.P., (1975) Eur. J. Biochem., 58, pp. 133-144; Hauser, H., Phillips, M.C., Levine, B.A., Williams, R.J.P., (1976) Nature (London), 261, pp. 390-394; Hauser, H., Hinckley, C.C., Krebs, J., Levine, B.A., Phillips, M.C., Williams, R.J.P., (1977) Biochim. Biophys. Acta, 468, pp. 364-377; Hauser, H., Guyer, W., Levine, B., Skrabal, P., Williams, R.J.P., (1978) Biochim. Biophys. Acta, 508, pp. 450-463; Hutton, W.C., Yeagle, P.L., Martin, R.B., (1977) Chem. Phys. Lipids, 19, pp. 255-265; Mantsch, H.H., Saito, H., Smith, L.C.P., (1977) Prog. Nucl. Magn. Reson. Spectrosc., 11, pp. 211-272; McLaughlin, A., Grathwohl, C., McLaughlin, S., (1978) Biochim. Biophys. Acta, 513, pp. 338-357; Robinson, R.A., Stokes, R.H., (1949) Trans. Faraday Soc., 45, pp. 612-624; Robinson, R.A., Stokes, R.H., (1959) Electrolyte Solutions, p. 305. , 2nd ed., Butterworth, London; Seelig, J., (1977) Q. Rev. Biophys., 10, pp. 353-418; Seelig, J., (1978) Biochim. Biophys. Acta, 515, pp. 105-140; Seelig, J., Gaily, H., (1976) Biochemistry, 15, pp. 5199-5204; Seelig, J., Gaily, H., Wohlgemuth, R., (1977) Biochim. Biophys. Acta, 467, pp. 109-119; Seelig, J., Tamm, L., Hymel, L., Fleischer, S., (1981) Biochemistry, 20, pp. 3922-3932; Skarjune, R., Oldfield, E., (1979) Biochemistry, 18, pp. 5903-5909; Spedding, F.H., Weber, H.O., Saeger, V.W., Petheram, H.H., Rard, J.A., Habenschuss, S., (1976) J. Chem. Eng. Data, 21, pp. 341-360; Stockton, G.W., Polnaszek, C.F., Tulloch, A.P., Hasan, F., Smith, L.C.P., (1976) Biochemistry, 15, pp. 954-966; Wohlgemuth, R., Waespe-Sarcevic, N., Seelig, J., (1980) Biochemistry, 19, pp. 3315-3321"
,,,,membrane lipid,"Seelig, J.",,,,,,,,
,,,,metal,,,,,,,,,
,,,,phosphatidylcholine,,,,,,,,,
,,,,article,,,,,,,,,
,,,,binding site,,,,,,,,,
,,,,chemistry,,,,,,,,,
,,,,lipid bilayer,,,,,,,,,
,,,,nuclear magnetic resonance spectroscopy,,,,,,,,,
,,,,temperature,,,,,,,,,
,,,,thermodynamics,,,,,,,,,
,,,,Binding Sites,,,,,,,,,
,,,,Lipid Bilayers,,,,,,,,,
,,,,Magnetic Resonance Spectroscopy,,,,,,,,,
,,,,Membrane Lipids,,,,,,,,,
,,,,Metals,,,,,,,,,
,,,,Phosphatidylcholines,,,,,,,,,
,,,,Pulmonary Surfactants,,,,,,,,,
,,,,"Support, Non-U.S. Gov't",,,,,,,,,
Nuclear Rnp Particles Carrying Hnrna - Formation of Hybrids between Snrna and Hnrna and the Organization of the Coding Sequences within the Particle Structure,,1979,1979-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Alonso, A.",0301-4851,5,129-129,,Journal Article,Molecular Biology Reports,<Go to ISI>://WOS:A1979HB03000024,"ISI Document Delivery No.: HB030 Times Cited: 2 Cited Reference Count: 5 Cited References: ALONSO A, 1978, FEBS LETT, V93, P351, DOI 10.1016/0014-5793(78)81138-7 DEIMEL B, 1977, FEBS LETT, V73, P80, DOI 10.1016/0014-5793(77)80020-3 FLYTZANIS C, FEBS LETT LOUIS C, 1976, EXP CELL RES, V102, P317, DOI 10.1016/0014-4827(76)90047-1 SEKERIS CE, 1975, BIOCHEM BIOPH RES CO, V62, P642, DOI 10.1016/0006-291X(75)90447-7 Alonso, a flytzanis, c krieg, l louis, c sekeris, ce Louis, Christos/F-2527-2012 2 0 Kluwer academic publ Dordrecht"
,,,,,"Flytzanis, C.",,,,,,,,
,,,,,"Krieg, L.",,,,,,,,
,,,,,"Louis, C.",,,,,,,,
,,,,,"Sekeris, C. E.",,,,,,,,
Adenosine-Triphosphatase Isolated from Chromaffin-Granule Membranes Is Closely Similar to F1-Adenosine Triphosphatase of Mitochondria,,1979,1979-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Apps, D. K.",0014-2956,100,411-419,10.1111/j.1432-1033.1979.tb04184.x,Journal Article,European Journal of Biochemistry,<Go to ISI>://WOS:A1979HT76500011,"ISI Document Delivery No.: HT765 Times Cited: 101 Cited Reference Count: 38 Cited References: ANDREU JM, 1978, FEBS LETT, V86, P1, DOI 10.1016/0014-5793(78)80084-2 APPS DK, 1977, BIOCHEM J, V167, P297, DOI 10.1042/bj1670297 APPS DK, 1978, FEBS LETT, V85, P254, DOI 10.1016/0014-5793(78)80467-0 BALDWIN CL, 1964, LLOYD, V27, P88 BASHFORD CL, 1976, NEUROSCIENCE, V1, P399, DOI 10.1016/0306-4522(76)90133-0 BEECHEY RB, 1975, BIOCHEM J, V148, P533, DOI 10.1042/bj1480533 BRADFORD MM, 1976, ANAL BIOCHEM, V72, P248, DOI 10.1016/0003-2697(76)90527-3 CABRAL F, 1978, J BIOL CHEM, V253, P297 CASEY RP, 1977, BIOCHEMISTRY-US, V16, P972, DOI 10.1021/bi00624a025 CHAMPION AB, 1975, J MOL EVOL, V5, P291, DOI 10.1007/BF01732216 CHAMPION AB, 1964, BIOCH IMMUNOLOGICAL, P397 CHANG T, 1973, J BIOL CHEM, V248, P2746 CLEVELAND DW, 1977, J BIOL CHEM, V252, P1102 DOUGLAS M, 1973, P NATL ACAD SCI US, V73, P1083 DOUGLAS MG, 1979, J BIOL CHEM, V254, P1335 DOUGLAS MG, 1977, J BIOL CHEM, V252, P8333 FLATMARK T, 1971, BIOCHIM BIOPHYS ACTA, V226, P9, DOI 10.1016/0005-2728(71)90173-3 FLATMARK T, 1977, FEBS LETT, V78, P53, DOI 10.1016/0014-5793(77)80271-8 HANSEN M, 1964, BIOCHIM BIOPHYS ACTA, V81, P214, DOI 10.1016/0926-6569(64)90036-7 INGEBRETSEN OC, 1977, 11TH FEBS M, P601 MACCECCHINI ML, 1979, P NATL ACAD SCI USA, V76, P343, DOI 10.1073/pnas.76.1.343 MASON TL, 1973, J BIOL CHEM, V248, P1346 MULLER JLM, 1977, BIOCHIM BIOPHYS ACTA, V462, P422, DOI 10.1016/0005-2728(77)90140-2 MUSZBEK L, 1977, ANAL BIOCHEM, V77, P286, DOI 10.1016/0003-2697(77)90315-3 NJUS D, 1978, BIOCHIM BIOPHYS ACTA, V463, P219, DOI 10.1016/0304-4173(78)90001-0 PHILLIPS JH, 1978, BIOCHEM J, V170, P661, DOI 10.1042/bj1700661 PHILLIPS JH, 1977, BIOCHEM J, V168, P289, DOI 10.1042/bj1680289 PHILLIPS JH, 1974, BIOCHEM J, V144, P311, DOI 10.1042/bj1440311 PHILLIPS JH, 1978, BIOCHEM J, V170, P673, DOI 10.1042/bj1700673 PORTEOUS JW, 1965, BIOCHEM J, V96, P159, DOI 10.1042/bj0960159 SALTZGABERMULLER J, 1978, J BIOL CHEM, V253, P305 SCHATZ G, 1964, BIOCHIM BIOPHYS ACTA, V81, P448, DOI 10.1016/0926-6569(64)90130-0 SHOWE MK, 1976, J MOL BIOL, V107, P55, DOI 10.1016/S0022-2836(76)80017-4 SONDEREGGER P, 1977, J BIOL CHEM, V252, P609 TALMAGE DW, 1967, METHODS IMMUNOLOGY I, V1, P389 TRIFARO JM, 1972, MOL PHARMACOL, V8, P159 VANDESTADT RJ, 1974, BIOCHIM BIOPHYS ACTA, V347, P224, DOI 10.1016/0005-2728(74)90047-4 WINKLER H, 1976, NEUROSCIENCE, V1, P65, DOI 10.1016/0306-4522(76)90001-4 Apps, dk schatz, g 101 0 1 Springer verlag New york"
,,,,,"Schatz, G.",,,,,,,,
DNA Modification and Restriction,"This chapter discusses the interaction of restriction endonucleases with double-stranded DNA molecules at specific sites leading to cleavage of the DNA into a number of fragments. The specificity of this interaction is thought to depend on the recognition by the enzyme of a particular sequence of base-pairs on the substrate DNA. Restriction endonucleases are found in many bacterial strains as products of genes carried either on the bacterial chromosome or on plasmid DNA. Among enzymes obtained from independent sources, each usually shows its own specificity of interaction. The chapter describes that a bacterial strain can protect its own DNA from cleavage by its restriction endonucleases. This protection is brought about by site-specific methylation of the DNA, for which another activity, the DNA modification methylase, is responsible. Both endonuclease and methylase are thought to recognize the same base sequences on their substrate DNA. Each independent system of restriction and modification activities would then recognize its own particular target on the DNA. Therefore, the modification given by a particular methylase protects the DNA only against restriction by the correlated endonuclease. The chapter also discusses that mostly for reasons of a historical and practical nature, laboratory strains such as Escherichia coli K12 and B or Haemophilus influenzae are widely used in the experimental investigation of DNA restriction and modification, although many other bacteria are either known or are likely to have restriction and modification systems. © 1974 Academic Press Inc.",1974,1974-01-01T00:00:00Z,DNA,"Arber, W.",00796603 (ISSN),14,1-37,10.1016/s0079-6603(08)60204-4,Journal Article,Progress in Nucleic Acid Research and Molecular Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016008908&doi=10.1016%2fS0079-6603%2808%2960204-4&partnerID=40&md5=db007f0084d5c558785f663f700b08d5,"Cited By :154 Export Date: 25 January 2021 Correspondence Address: Arber, W.; Biozentrum, , Basel, Switzerland Chemicals/CAS: DNA, 9007-49-2; endonuclease, 9055-11-2; DNA, 9007-49-2; DNA, Viral; Endonucleases, EC 3.1.- Funding text 1: help in the preparation of the manuscript. Part of the work carried out in the labora- tory of the author was supported by grants from the Swiss National Foundation for Scientific Research. References: Luria, S.E., (1953) CSHSQB, 18, p. 237; Luria, S.E., Human, M.L., (1952) J. Bact., 64, p. 557; Bertani, G., Weigle, J.J., (1953) J. Bact., 65, p. 113; Anderson, E.S., Felix, A., (1952) Nature (London), 170, p. 492; Ralston, D.J., Krueger, A.P., (1952) PSEBM, 80, p. 217; Danna, K., Nathans, D., (1971) PNAS, 68, p. 2913; Morrow, J.F., Berg, P., (1972) PNAS, 69, p. 3365; Mulder, C., Delius, H., (1972) PNAS, 69, p. 3215; Pettersson, U., Mulder, C., Delius, H., Sharp, P.A., (1973) PNAS, 70, p. 200; Arber, W., Linn, S., (1969) ARB, 38, p. 467; Arber, W., Wauters-Willems, D., (1970) Mol. Gen. Genet., 108, p. 203; Bannister, D., Glover, S.W., (1970) J. Gen. Microbiol., 61, p. 63; Yoshimori, R.N., (1971), Ph.D. Thesis, University of California; Takano, T., Watanabe, T., Fukasawa, T., (1968) Virology, 34, p. 290; Arber, W., (1965) Annu. Rev. Microbiol., 19, p. 365; Luria, S.E., (1970) Sci. Amer., 222, p. 88; Arber, W., (1971) The Bacteriophage Lambda, , Cold Spring Harbor Lab. New York p. 83; Boyer, H.W., (1971) Annu. Rev. Microbiol., 25, p. 153; Meselson, M., Yuan, R., Heywood, J., (1972) ARB, 41, p. 447; Arber, W., (1968) Symp. Soc. Gen. Microbiol., 18, p. 295; Revel, H.R., Luria, S.E., (1970) Annu. Rev. Genet., 4, p. 177; Smith, H.O., Nathans, D., (1973) JMB, 81, p. 419; Arber, W., (1962) Pathol. Microbiol., 25, p. 668; Dussoix, D., Arber, W., (1962) JMB, 5, p. 37; Drexler, H., Christensen, J.R., (1961) Virology, 13, p. 31; Pittard, J., (1964) J. Bact., 87, p. 1256; Boyer, H., (1964) J. Bact., 88, p. 1652; Kellenberger, G., Symonds, N., Arber, W., (1966) Z. Vererbungsl., 98, p. 247; Arber, W., Kuhnlein, U., (1967) Pathol. Microbiol., 30, p. 946; Arber, W., Rifat, A., Wauters-Willems, D., Kuhnlein, U., (1972) Mol. Gen. Genet., 115, p. 195; Murray, N.E., de Ritis, P.M., Foster, L.A., (1973) Mol. Gen. Genet., 120, p. 261; Arber, W., (1965) JMB, 11, p. 247; Grasso, R.J., Paigen, K., (1968) Virology, 36, p. 1; Grasso, R.J., Paigen, K., (1968) J. Virol., 2, p. 1368; Uetake, H., Toyama, S., Hagiwara, S., (1964) Virology, 22, p. 202; Lederberg, S., (1965) Virology, 27, p. 378; Schell, J., Glover, S.W., (1966) J. Gen. Microbiol., 45, p. 61; Bickle, T., Arber, W., (1969) Virology, 39, p. 605; Eskridge, R.W., Weinfeld, H., Paigen, K., (1967) J. Bact., 93, p. 835; Schnegg, B., Hofschneider, P., (1969) J. Virol., 3, p. 541; Sclair, M., Edgell, M.H., Hutchison, C.A., (1973) J. Virol., 11, p. 378; Kühnlein, U., Arber, W., (1972) JMB, 63, p. 9; Boon, T., Zinder, N.D., (1971) JMB, 58, p. 133; Lyons, L.B., Zinder, N.D., (1972) Virology, 49, p. 45; Murray, N.E., Brammar, W.J., (1973) JMB, 77, p. 615; Smith, J.D., Arber, W., Kühnlein, U., (1972) JMB, 63, p. 1; Arber, W., Dussoix, D., (1962) JMB, 5, p. 18; Arber, W., Hattman, S., Dussoix, D., (1963) Virology, 21, p. 30; Lark, C., Arber, W., (1970) JMB, 52, p. 337; Boyer, H.W., Roulland-Dussoix, D., (1969) JMB, 41, p. 459; Glover, S.W., Colson, C., (1969) Genet. Res., 13, p. 227; Glover, S.W., (1970) Genet. Res., 15, p. 237; Hubacek, J., Glover, S.W., (1970) JMB, 50, p. 111; Rosner, J.L., (1973) Virology, 52, p. 213; Scott, J.R., (1968) Virology, 36, p. 564; Colson, C., Glover, S.W., Symonds, N., Stacey, K.A., (1965) Genetics, 52, p. 1043; Wood, W.B., (1966) JMB, 16, p. 118; Lederberg, S., (1966) J. Bact., 91, p. 1029; Bulkacz, J., (1972), Ph.D. Thesis, University of California; Hattman, S., Cousens, L., (1972) J. Bact., 112, p. 1428; Colson, C., Colson, A.M., (1971) J. Gen. Microbiol., 69, p. 345; Colson, A.M., Colson, C., (1972) J. Gen. Microbiol., 70, p. 123; Slocum, H., Boyer, H.W., (1973) J. Bact., 113, p. 724; Eskin, B., Linn, S., (1972) JBC, 247, p. 6192; Yuan, R., Heywood, J., Meselson, M., (1972) Nature (London), New Biol., 240, p. 42; Yuan, R., Meselson, M., (1970) PNAS, 65, p. 357; Smith, H.O., Wilcox, K.W., (1970) JMB, 51, p. 379; Eskin, B., Linn, S., (1972) JBC, 247, p. 6183; Meselson, M., Yuan, R., (1968) Nature (London), 217, p. 1110; Linn, S., Arber, W., (1968) PNAS, 59, p. 1300; Kuhnlein, U., Linn, S., Arber, W., (1969) PNAS, 63, p. 556; Roulland-Dussoix, D., Boyer, H. ., (1969) BBA, 195, p. 219; Kuhnlein, U., (1970), Ph.D. Thesis, University of Geneva; Meselson, M., Yuan, R., (1971) Proced. Nucleic Acid Bes., 2, p. 889; Yuan, R., Meselson, M., Grossman, L., Moldave, K., Methods in Enzymology (1971) Nucleic Acids, 21, p. 269. , (eds.) Academic Press, New York; Boyer, H., Scibienski, E., Slocum, H., Roulland-Dussoix, D., (1971) Virology, 46, p. 703; Lautenberger, J.A., Linn, S., (1972) JBC, 247, p. 6176; Horiuchi, K., Zinder, N.D., (1972) PNAS, 69, p. 3220; Brockes, J.P., Brown, P.R., Murray, K., (1972) BJ, 127, p. 1; Haberman, A., Heywood, J., Meselson, M., (1972) PNAS, 69, p. 3138; Brockes, J.P., (1973) BJ, 133, p. 629; Roy, P.H., Smith, H.O., (1973) JMB, 81, p. 427; Roy, P.H., Smith, H.O., (1973) JMB, 81, p. 445; Gromkova, R., Goodgal, S.H., (1972) J. Bact., 109, p. 987; Middleton, J.H., Edgell, M.H., Hutchison, C.A., (1972) J. Virol., 10, p. 42; Takano, T., Watanabe, T., Fukasawa, T., (1966) BBBC, 25, p. 192; Bigger, C.H., Murray, K., Murray, N.E., (1973) Nature (London), New Biol., 244, p. 7; Hattman, S., Gold, E., Plotnik, A., (1972) PNAS, 69, p. 187; Hattman, S., (1972) J. Virol., 10, p. 356; Boyer, H.W., Chow, L.T., Dugaiczyk, A., Hedgpeth, J., Goodman, H.M., (1973) Nature (London), New Biol., 244, p. 40; Murray, K., Old, R.W., This volume; Paigen, K., Weinfeld, H., (1963) Virology, 19, p. 565; Kelly, T.J., Smith, H.O., (1970) JMB, 51, p. 393; Hedgpeth, J., Goodman, H.M., Boyer, H.W., (1972) PNAS, 69, p. 3448; Allet, B., Jeppesen, P.G.N., Katagiri, K.J., Delius, H., (1973) Nature (London), 241, p. 120; Mertz, J.E., Davis, R.W., (1972) PNAS, 69, p. 3370; van Ormondt, H., Lautenberger, J.A., Linn, S., de Waard, A., (1973) FEBS Lett., 33, p. 177; Hattman, S., Schlagman, S., Cousens, L., (1973) J. Bact., 115, p. 1103; Arber, W., Morse, M.L., (1965) Genetics, 51, p. 137; Hadi, S.M., Yuan, R., (1973) Experientia, 29, p. 752; Gierer, A., (1966) Nature (London), 212, p. 1480; Burgess, R.R., (1971) ARB, 40, p. 711; Chamberlin, M., McGrath, J., Waskell, L., (1970) Nature (London), 228, p. 227; Sager, R., Lane, D., (1972) PNAS, 69, p. 2410; Fareed, G.C., Garon, C.F., Salzman, N.P., (1972) J. Virol., 10, p. 484; Danna, K.J., Nathans, D., (1972) PNAS, 69, p. 3097; Jackson, D.A., Symons, R.H., Berg, P., (1972) PNAS, 69, p. 2904; Sack, G.H., Narayan, O., Danna, K.J., Weiner, L.P., Nathans, D., (1973) Virology, 51, p. 345; Sack, G.H., Nathans, D., (1973) Virology, 51, p. 517; Huang, E.S., Newbold, J.E., Pagano, J.S., (1973) J. Virol., 11, p. 508; Edgell, M.H., Hutchison, C.A., Sclair, M., (1972) J. Virol., 9, p. 574; Johnson, P.H., Lee, A.S., Sinsheimer, R.L., (1973) J. Virol., 11, p. 569; Goodgal, S.H., Gromkova, R., (1973) PNAS, 70, p. 503"
